num_pos_tweets,num_pos_tweets,mentions,urls,num_pos_emojis,num_neg_emojis,num_bigrams,tweet_nat
-0.30000000000000004,-0.30000000000000004,0.0,0.0,0,0,11,2
0,0,0.0,0.09090909090909091,0,0,9,0
0.7,0.7,0.0,0.09090909090909091,0,0,9,1
0,0,0.16666666666666666,0.16666666666666666,0,0,3,0
0,0,0.08333333333333333,0.08333333333333333,0,0,9,0
0,0,0.06666666666666667,0.0,0,0,13,0
0,0,0.0,0.09090909090909091,0,0,9,0
0.5,0.5,0.0,0.058823529411764705,0,0,15,1
0,0,0.0,0.2,0,0,3,0
0,0,0.0,0.07142857142857142,0,0,12,0
0,0,0.0,0.07142857142857142,0,1,12,0
0,0,0.0,0.125,0,0,6,0
0,0,0.0,0.08333333333333333,0,0,10,0
0,0,0.0,0.08333333333333333,0,0,10,0
0.5,0.5,0.0,0.0625,0,0,14,1
0.5,0.5,0.0,0.0625,0,0,14,1
0.5,0.5,0.2,0.2,0,0,2,1
0,0,0.0,0.07142857142857142,0,0,12,0
0,0,0.0,0.0625,0,0,14,0
-0.05,-0.05,0.125,0.125,0,0,5,2
0,0,0.0,0.05555555555555555,0,0,16,0
0,0,0.0,0.1111111111111111,0,0,7,0
0,0,0.0,0.2,0,0,3,0
0,0,0.0,0.07142857142857142,0,0,12,0
0,0,0.0,0.06666666666666667,0,0,13,0
0,0,0.0,0.25,0,0,2,0
0.5,0.5,0.0,0.0625,0,0,14,1
0,0,0.0,0.05263157894736842,0,0,17,0
0,0,0.0,0.125,0,0,13,0
0,0,0.0,0.16666666666666666,0,0,4,0
0,0,0.0,0.05555555555555555,0,0,16,0
0,0,0.0,0.058823529411764705,0,0,15,0
0.625,0.625,0.0,0.07692307692307693,0,0,11,1
0.2,0.2,0.0,0.05,0,0,18,1
0,0,0.125,0.125,0,0,5,0
0.5,0.5,0.0,0.13333333333333333,0,0,12,1
0,0,0.0,0.125,0,0,6,0
0,0,0.0,0.09090909090909091,0,0,9,0
0,0,0.0,0.07142857142857142,0,0,12,0
-0.16666666666666666,-0.16666666666666666,0.0,0.07692307692307693,0,0,11,2
0.08333333333333333,0.08333333333333333,0.0,0.05555555555555555,0,0,16,1
0.5,0.5,0.0,0.06666666666666667,0,0,13,1
0,0,0.0,0.15384615384615385,0,0,10,0
0.1,0.1,0.0,0.058823529411764705,0,0,15,1
0,0,0.0,0.07692307692307693,0,0,11,0
0,0,0.0,0.06666666666666667,0,0,13,0
0,0,0.0,0.08333333333333333,0,0,10,0
0,0,0.0,0.1111111111111111,0,0,7,0
0.8,0.8,0.0,0.07692307692307693,0,1,11,1
0,0,0.0,0.07142857142857142,0,1,12,0
0,0,0.0,0.0,0,0,9,0
0,0,0.1111111111111111,0.1111111111111111,0,0,6,0
0,0,0.16666666666666666,0.16666666666666666,0,0,3,0
0,0,0.14285714285714285,0.14285714285714285,0,0,4,0
0,0,0.0,0.18181818181818182,0,0,8,0
0,0,0.0,0.0,0,0,9,0
0,0,0.0,0.16666666666666666,0,0,4,0
0.38749999999999996,0.38749999999999996,0.0,0.125,0,0,13,1
0,0,0.0,0.0,0,0,11,0
0.725,0.725,0.0,0.09090909090909091,0,0,9,1
0.5,0.5,0.0,0.0625,0,0,14,1
0.5,0.5,0.0,0.0625,0,0,14,1
0.2,0.2,0.0,0.0625,0,0,14,1
0.5,0.5,0.0,0.06666666666666667,0,0,13,1
0,0,0.0,0.06666666666666667,0,0,13,0
0.5,0.5,0.0,0.0625,0,0,14,1
0.5,0.5,0.0,0.125,0,0,6,1
0,0,0.0,0.058823529411764705,0,0,15,0
0,0,0.0,0.08333333333333333,0,0,10,0
0,0,0.0,0.2,0,0,3,0
-0.5,-0.5,0.058823529411764705,0.0,0,0,15,2
0.2,0.2,0.0,0.0,0,0,21,1
0,0,0.0,0.14285714285714285,0,0,5,0
0.4375,0.4375,0.0,0.07692307692307693,0,0,11,1
0.03125,0.03125,0.0,0.05,0,0,18,1
0.1,0.1,0.0,0.125,0,0,6,1
0.8,0.8,0.0,0.2,0,0,3,1
-0.1,-0.1,0.0,0.07692307692307693,0,0,11,2
0,0,0.0,0.1111111111111111,0,0,7,0
0.6,0.6,0.0,0.125,0,0,13,1
0.5,0.5,0.0,0.13333333333333333,0,0,12,1
0,0,0.0,0.07692307692307693,0,1,11,0
0,0,0.0,0.08333333333333333,0,0,10,0
0.5166666666666667,0.5166666666666667,0.0,0.05263157894736842,0,0,17,1
0,0,0.0,0.0,0,0,0,0
0.5,0.5,0.0,0.0625,0,0,14,1
0,0,0.0,0.08333333333333333,0,0,10,0
0,0,0.1111111111111111,0.1111111111111111,0,0,6,0
-0.16666666666666666,-0.16666666666666666,0.0,0.1,0,0,8,2
0.43333333333333335,0.43333333333333335,0.05,0.05,0,0,17,1
0.45,0.45,0.0,0.0625,0,0,14,1
0,0,0.0,0.07692307692307693,0,0,11,0
0,0,0.0,0.1111111111111111,0,0,7,0
0,0,0.14285714285714285,0.14285714285714285,0,0,4,0
0,0,0.07692307692307693,0.07692307692307693,0,0,10,0
0.7,0.7,0.0,0.125,0,0,6,1
-0.15,-0.15,0.0,0.058823529411764705,0,0,15,2
0.6000000000000001,0.6000000000000001,0.0,0.125,0,0,13,1
0,0,0.0,0.0625,0,0,14,0
0,0,0.0,0.18181818181818182,0,0,8,0
0,0,0.0,0.25,0,0,2,0
0,0,0.0,0.2857142857142857,0,0,4,0
0.1,0.1,0.08333333333333333,0.08333333333333333,0,0,9,1
-0.1,-0.1,0.0,0.14285714285714285,0,0,5,2
0.1,0.1,0.0,0.13333333333333333,0,0,12,1
0.21428571428571427,0.21428571428571427,0.0,0.1111111111111111,0,0,7,1
0,0,0.0,0.05555555555555555,0,0,16,0
0,0,0.0,0.07142857142857142,0,0,12,0
0,0,0.0,0.07142857142857142,0,1,12,0
0.5,0.5,0.0,0.06666666666666667,0,0,13,1
0.5,0.5,0.0,0.06666666666666667,0,0,13,1
0,0,0.0,0.0625,0,0,14,0
0,0,0.0,0.125,0,0,6,0
0.3666666666666667,0.3666666666666667,0.0,0.125,0,0,6,1
0.16666666666666666,0.16666666666666666,0.0,0.0625,0,0,14,1
0.65,0.65,0.0,0.07692307692307693,0,0,11,1
0.41818181818181815,0.41818181818181815,0.0,0.16666666666666666,0,0,4,1
0,0,0.0,0.2,0,0,3,0
0,0,0.0,0.08333333333333333,0,0,10,0
0,0,0.0,0.058823529411764705,0,0,15,0
0,0,0.0,0.1111111111111111,0,0,7,0
0,0,0.0,0.14285714285714285,0,0,11,0
0.525,0.525,0.0,0.07142857142857142,0,0,12,1
0,0,0.0,0.16666666666666666,0,0,4,0
0,0,0.0,0.15384615384615385,0,0,10,0
0.38749999999999996,0.38749999999999996,0.0,0.058823529411764705,0,0,15,1
0.1,0.1,0.0,0.1111111111111111,0,0,7,1
0.25,0.25,0.0,0.05263157894736842,0,0,17,1
0.5,0.5,0.0,0.0625,0,0,14,1
0,0,0.0,0.1,0,0,8,0
0,0,0.0,0.09090909090909091,0,0,9,0
0.8,0.8,0.0,0.07142857142857142,0,0,12,1
0,0,0.0,0.08333333333333333,0,0,10,0
0,0,0.0,0.1,0,0,8,0
0,0,0.0,0.06666666666666667,0,0,13,0
0.13636363636363635,0.13636363636363635,0.0,0.08333333333333333,0,0,10,1
0,0,0.07692307692307693,0.07692307692307693,0,0,10,0
0.20000000000000004,0.20000000000000004,0.05,0.05,0,0,17,1
0,0,0.08333333333333333,0.08333333333333333,0,0,9,0
0,0,0.0,0.08333333333333333,0,0,10,0
0,0,0.0,0.09090909090909091,0,0,9,0
0.4787878787878788,0.4787878787878788,0.0,0.06666666666666667,0,0,13,1
0,0,0.0,0.14285714285714285,0,0,11,0
0.2,0.2,0.0,0.07692307692307693,0,0,11,1
0,0,0.0,0.0625,0,0,14,0
0,0,0.0,0.05263157894736842,0,0,17,0
0,0,0.0,0.3333333333333333,0,0,1,0
0,0,0.0,0.09090909090909091,0,0,9,0
0.5,0.5,0.0,0.06666666666666667,0,0,13,1
0,0,0.0,0.07692307692307693,0,0,11,0
0,0,0.0,0.07142857142857142,0,0,12,0
0.06818181818181818,0.06818181818181818,0.0,0.09090909090909091,0,0,9,1
0,0,0.0,0.07692307692307693,0,0,11,0
-0.09375,-0.09375,0.0,0.1,0,0,8,2
0.5,0.5,0.0,0.058823529411764705,0,0,15,1
0.16,0.16,0.0,0.0625,0,0,14,1
0.10625000000000001,0.10625000000000001,0.0,0.14285714285714285,0,0,11,1
0.525,0.525,0.0,0.05263157894736842,0,0,17,1
0.16666666666666666,0.16666666666666666,0.0,0.07692307692307693,0,0,11,1
0,0,0.0,0.0,0,0,12,0
0,0,0.0,0.0,0,0,12,0
0.08,0.08,0.0,0.0625,0,0,14,1
0.2,0.2,0.0,0.07692307692307693,0,0,11,1
0.2,0.2,0.1111111111111111,0.1111111111111111,0,0,6,1
0,0,0.0,0.1,0,0,8,0
0.4,0.4,0.09090909090909091,0.09090909090909091,0,0,8,1
1.0,1.0,0.0,0.125,0,0,6,1
-0.19999999999999996,-0.19999999999999996,0.0,0.07692307692307693,0,0,11,2
0,0,0.0,0.25,0,0,5,0
0,0,0.0,1.0,0,0,0,0
0,0,0.0,0.1,0,0,8,0
0,0,0.14285714285714285,0.14285714285714285,0,0,4,0
0.2965909090909091,0.2965909090909091,0.05,0.05,0,0,17,1
0,0,0.0,0.1111111111111111,0,0,7,0
0,0,0.0,0.07142857142857142,0,0,12,0
0,0,0.0,0.07142857142857142,0,1,12,0
0.5,0.5,0.0,0.0625,0,0,14,1
0,0,0.0,0.3333333333333333,0,0,1,0
0,0,0.0,0.07142857142857142,0,1,12,0
0,0,0.0,0.07142857142857142,0,0,12,0
0,0,0.0,0.1,0,0,8,0
0.3499999999999999,0.3499999999999999,0.0,0.06666666666666667,0,0,13,1
0,0,0.0,0.08333333333333333,0,0,10,0
0.00416666666666667,0.00416666666666667,0.0,0.06666666666666667,0,0,13,1
0.4333333333333333,0.4333333333333333,0.0625,0.0625,0,0,13,1
-0.6,-0.6,0.0,0.09090909090909091,0,0,9,2
0.5,0.5,0.0,0.14285714285714285,0,0,11,1
0,0,0.0,0.1,0,0,8,0
0,0,0.25,0.125,0,0,4,0
0.8,0.8,0.0,0.14285714285714285,0,0,5,1
0,0,0.0,0.0625,0,0,14,0
0,0,0.0,0.125,0,0,6,0
0,0,0.0,0.07142857142857142,0,0,12,0
0.1,0.1,0.0,0.09090909090909091,0,0,9,1
0.5,0.5,0.0,0.058823529411764705,0,0,15,1
0,0,0.0,0.07142857142857142,0,0,12,0
0.6000000000000001,0.6000000000000001,0.0,0.05555555555555555,0,0,16,1
0,0,0.0,0.08333333333333333,0,0,10,0
0,0,0.0,0.05555555555555555,0,0,16,0
0,0,0.0,0.25,0,0,2,0
